Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,0.012978584505617619,0.01300897542387247,0.012971851974725723,0.01298364158719778,0.01298364158719778,0
2012-01-03,0.012998154386878014,0.013045803643763065,0.012994775548577309,0.01299882959574461,0.01299882959574461,0
2012-01-04,0.013032372109591961,0.013054830953478813,0.013018460012972355,0.01303407084196806,0.01303407084196806,0
2012-01-05,0.013035940006375313,0.013042911887168884,0.012965124100446701,0.013036110438406467,0.013036110438406467,0
2012-01-06,0.012960251420736313,0.012984314933419228,0.01293510477989912,0.012961594387888908,0.012961594387888908,0
2012-01-09,0.012998323887586594,0.013027788139879704,0.012987012974917889,0.01300220936536789,0.01300220936536789,0
2012-01-10,0.01300897542387247,0.013027618639171124,0.013003732077777386,0.013010668568313122,0.013010668568313122,0
2012-01-11,0.013012531213462353,0.013012869283556938,0.012981618754565716,0.013012361712753773,0.013012361712753773,0
2012-01-12,0.013008806854486465,0.01304274145513773,0.012991569004952908,0.013011006638407707,0.013011006638407707,0
2012-01-13,0.013024224899709225,0.013046314008533955,0.01298768725246191,0.013024394400417805,0.013024394400417805,0
2012-01-16,0.013000519946217537,0.013042911887168884,0.013000519946217537,0.01300220936536789,0.01300220936536789,0
2012-01-17,0.01301913894712925,0.013060115277767181,0.01300897542387247,0.013017443008720875,0.013017443008720875,0
2012-01-18,0.01301913894712925,0.013048016466200352,0.013010330498218536,0.013017443008720875,0.013017443008720875,0
2012-01-19,0.013024224899709225,0.01303950883448124,0.012975217774510384,0.013026431202888489,0.013026431202888489,0
2012-01-20,0.0129742082208395,0.01297740638256073,0.012938284315168858,0.012973533943295479,0.012973533943295479,0
2012-01-23,0.012992074713110924,0.013010838069021702,0.0129742082208395,0.012993763200938702,0.012993763200938702,0
2012-01-24,0.012988869100809097,0.012997140176594257,0.01284851599484682,0.012987012974917889,0.012987012974917889,0
2012-01-25,0.012874984182417393,0.012874984182417393,0.012774655595421791,0.012872166931629181,0.012872166931629181,0
